CourseId,CourseName,Category,Skill,Level,Duration
C380,Introduction to AI for Organizations,Technical,AI in Organizations,Beginner,4 hours
C381,AI for Organizations Practitioner,Technical,AI in Organizations,Intermediate,5 hours
C382,Advanced AI for Organizations,Technical,AI in Organizations,Advanced,6 hours
C383,Introduction to AI for Society,Technical,AI in Society,Beginner,4 hours
C384,AI for Society Practitioner,Technical,AI in Society,Intermediate,5 hours
C385,Advanced AI for Society,Technical,AI in Society,Advanced,6 hours
C386,Introduction to AI for the Public Sector,Technical,AI in Public Sector,Beginner,4 hours
C387,AI for the Public Sector Practitioner,Technical,AI in Public Sector,Intermediate,5 hours
C388,Advanced AI for the Public Sector,Technical,AI in Public Sector,Advanced,6 hours
C389,Introduction to AI for the Private Sector,Technical,AI in Private Sector,Beginner,4 hours
C390,AI for the Private Sector Practitioner,Technical,AI in Private Sector,Intermediate,5 hours
C391,Advanced AI for the Private Sector,Technical,AI in Private Sector,Advanced,6 hours
C392,Introduction to AI for the Nonprofit Sector,Technical,AI in Nonprofit Sector,Beginner,4 hours
C393,AI for the Nonprofit Sector Practitioner,Technical,AI in Nonprofit Sector,Intermediate,5 hours
C394,Advanced AI for the Nonprofit Sector,Technical,AI in Nonprofit Sector,Advanced,6 hours
C395,Introduction to AI for the Education Sector,Technical,AI in Education Sector,Beginner,4 hours
C396,AI for the Education Sector Practitioner,Technical,AI in Education Sector,Intermediate,5 hours
C397,Advanced AI for the Education Sector,Technical,AI in Education Sector,Advanced,6 hours
C398,Introduction to AI for the Healthcare Sector,Technical,AI in Healthcare Sector,Beginner,4 hours
C399,AI for the Healthcare Sector Practitioner,Technical,AI in Healthcare Sector,Intermediate,5 hours
C400,Advanced AI for the Healthcare Sector,Technical,AI in Healthcare Sector,Advanced,6 hours
C401,Introduction to AI for the Financial Sector,Technical,AI in Financial Sector,Beginner,4 hours
C402,AI for the Financial Sector Practitioner,Technical,AI in Financial Sector,Intermediate,5 hours
C403,Advanced AI for the Financial Sector,Technical,AI in Financial Sector,Advanced,6 hours
C404,Introduction to AI for the Marketing Sector,Technical,AI in Marketing Sector,Beginner,4 hours
C405,AI for the Marketing Sector Practitioner,Technical,AI in Marketing Sector,Intermediate,5 hours
C406,Advanced AI for the Marketing Sector,Technical,AI in Marketing Sector,Advanced,6 hours
C407,Introduction to AI for the Sales Sector,Technical,AI in Sales Sector,Beginner,4 hours
C408,AI for the Sales Sector Practitioner,Technical,AI in Sales Sector,Intermediate,5 hours
C409,Advanced AI for the Sales Sector,Technical,AI in Sales Sector,Advanced,6 hours
C410,Introduction to AI for the Customer Service Sector,Technical,AI in Customer Service Sector,Beginner,4 hours
C411,AI for the Customer Service Sector Practitioner,Technical,AI in Customer Service Sector,Intermediate,5 hours
C412,Advanced AI for the Customer Service Sector,Technical,AI in Customer Service Sector,Advanced,6 hours
C413,Introduction to AI for the Supply Chain Sector,Technical,AI in Supply Chain Sector,Beginner,4 hours
C414,AI for the Supply Chain Sector Practitioner,Technical,AI in Supply Chain Sector,Intermediate,5 hours
C415,Advanced AI for the Supply Chain Sector,Technical,AI in Supply Chain Sector,Advanced,6 hours
C416,Introduction to AI for the Manufacturing Sector,Technical,AI in Manufacturing Sector,Beginner,4 hours
C417,AI for the Manufacturing Sector Practitioner,Technical,AI in Manufacturing Sector,Intermediate,5 hours
C418,Advanced AI for the Manufacturing Sector,Technical,AI in Manufacturing Sector,Advanced,6 hours
C419,Introduction to AI for the Logistics Sector,Technical,AI in Logistics Sector,Beginner,4 hours
C420,AI for the Logistics Sector Practitioner,Technical,AI in Logistics Sector,Intermediate,5 hours
C421,Advanced AI for the Logistics Sector,Technical,AI in Logistics Sector,Advanced,6 hours
C422,Introduction to AI for the Retail Sector,Technical,AI in Retail Sector,Beginner,4 hours
C423,AI for the Retail Sector Practitioner,Technical,AI in Retail Sector,Intermediate,5 hours
C424,Advanced AI for the Retail Sector,Technical,AI in Retail Sector,Advanced,6 hours
C425,Introduction to AI for E-commerce,Technical,AI in E-commerce,Beginner,4 hours
C426,AI for E-commerce Practitioner,Technical,AI in E-commerce,Intermediate,5 hours
C427,Advanced AI for E-commerce,Technical,AI in E-commerce,Advanced,6 hours
C428,Introduction to AI for Education,Technical,AI in Education,Beginner,4 hours
C429,AI for Education Practitioner,Technical,AI in Education,Intermediate,5 hours
C430,Advanced AI for Education,Technical,AI in Education,Advanced,6 hours
C431,Introduction to AI for Government,Technical,AI in Government,Beginner,4 hours
C432,AI for Government Practitioner,Technical,AI in Government,Intermediate,5 hours
C433,Advanced AI for Government,Technical,AI in Government,Advanced,6 hours
C434,Introduction to AI for Nonprofits,Technical,AI in Nonprofits,Beginner,4 hours
C435,AI for Nonprofits Practitioner,Technical,AI in Nonprofits,Intermediate,5 hours
C436,Advanced AI for Nonprofits,Technical,AI in Nonprofits,Advanced,6 hours
C437,Introduction to AI for Startups,Technical,AI in Startups,Beginner,4 hours
C438,AI for Startups Practitioner,Technical,AI in Startups,Intermediate,5 hours
C439,Advanced AI for Startups,Technical,AI in Startups,Advanced,6 hours
C440,Introduction to AI for Small Business,Technical,AI in Small Business,Beginner,4 hours
C441,AI for Small Business Practitioner,Technical,AI in Small Business,Intermediate,5 hours
C442,Advanced AI for Small Business,Technical,AI in Small Business,Advanced,6 hours
C443,Introduction to AI for Entrepreneurs,Technical,AI in Entrepreneurs,Beginner,4 hours
C444,AI for Entrepreneurs Practitioner,Technical,AI in Entrepreneurs,Intermediate,5 hours
C445,Advanced AI for Entrepreneurs,Technical,AI in Entrepreneurs,Advanced,6 hours
C446,Introduction to AI for Executives,Technical,AI in Executives,Beginner,4 hours
C447,AI for Executives Practitioner,Technical,AI in Executives,Intermediate,5 hours
C448,Advanced AI for Executives,Technical,AI in Executives,Advanced,6 hours
C449,Introduction to AI for Managers,Technical,AI in Managers,Beginner,4 hours
C450,AI for Managers Practitioner,Technical,AI in Managers,Intermediate,5 hours
C451,Advanced AI for Managers,Technical,AI in Managers,Advanced,6 hours
C452,Introduction to AI for Leaders,Technical,AI in Leaders,Beginner,4 hours
C453,AI for Leaders Practitioner,Technical,AI in Leaders,Intermediate,5 hours
C454,Advanced AI for Leaders,Technical,AI in Leaders,Advanced,6 hours
C455,Introduction to AI for Teams,Technical,AI in Teams,Beginner,4 hours
C456,AI for Teams Practitioner,Technical,AI in Teams,Intermediate,5 hours
C457,Advanced AI for Teams,Technical,AI in Teams,Advanced,6 hours
C458,Introduction to AI for Organizations,Technical,AI in Organizations,Beginner,4 hours
C459,AI for Organizations Practitioner,Technical,AI in Organizations,Intermediate,5 hours
C460,Advanced AI for Organizations,Technical,AI in Organizations,Advanced,6 hours
C461,Introduction to AI for Society,Technical,AI in Society,Beginner,4 hours
C462,AI for Society Practitioner,Technical,AI in Society,Intermediate,5 hours
C463,Advanced AI for Society,Technical,AI in Society,Advanced,6 hours
C464,Introduction to AI for the Public Sector,Technical,AI in Public Sector,Beginner,4 hours
C465,AI for the Public Sector Practitioner,Technical,AI in Public Sector,Intermediate,5 hours
C466,Advanced AI for the Public Sector,Technical,AI in Public Sector,Advanced,6 hours
C467,Introduction to AI for the Private Sector,Technical,AI in Private Sector,Beginner,4 hours
C468,AI for the Private Sector Practitioner,Technical,AI in Private Sector,Intermediate,5 hours
C469,Advanced AI for the Private Sector,Technical,AI in Private Sector,Advanced,6 hours
C470,Introduction to AI for the Nonprofit Sector,Technical,AI in Nonprofit Sector,Beginner,4 hours
C471,AI for the Nonprofit Sector Practitioner,Technical,AI in Nonprofit Sector,Intermediate,5 hours
C472,Advanced AI for the Nonprofit Sector,Technical,AI in Nonprofit Sector,Advanced,6 hours
C473,Introduction to AI for the Education Sector,Technical,AI in Education Sector,Beginner,4 hours
C474,AI for the Education Sector Practitioner,Technical,AI in Education Sector,Intermediate,5 hours
C475,Advanced AI for the Education Sector,Technical,AI in Education Sector,Advanced,6 hours
C476,Introduction to AI for the Healthcare Sector,Technical,AI in Healthcare Sector,Beginner,4 hours
C477,AI for the Healthcare Sector Practitioner,Technical,AI in Healthcare Sector,Intermediate,5 hours
C478,Advanced AI for the Healthcare Sector,Technical,AI in Healthcare Sector,Advanced,6 hours
C479,Introduction to AI for the Financial Sector,Technical,AI in Financial Sector,Beginner,4 hours
C480,AI for the Financial Sector Practitioner,Technical,AI in Financial Sector,Intermediate,5 hours
C481,Advanced AI for the Financial Sector,Technical,AI in Financial Sector,Advanced,6 hours
C482,Introduction to AI for the Marketing Sector,Technical,AI in Marketing Sector,Beginner,4 hours
C483,AI for the Marketing Sector Practitioner,Technical,AI in Marketing Sector,Intermediate,5 hours
C484,Advanced AI for the Marketing Sector,Technical,AI in Marketing Sector,Advanced,6 hours
C485,Introduction to AI for the Sales Sector,Technical,AI in Sales Sector,Beginner,4 hours
C486,AI for the Sales Sector Practitioner,Technical,AI in Sales Sector,Intermediate,5 hours
C487,Advanced AI for the Sales Sector,Technical,AI in Sales Sector,Advanced,6 hours
C488,Introduction to AI for the Customer Service Sector,Technical,AI in Customer Service Sector,Beginner,4 hours
C489,AI for the Customer Service Sector Practitioner,Technical,AI in Customer Service Sector,Intermediate,5 hours
C490,Advanced AI for the Customer Service Sector,Technical,AI in Customer Service Sector,Advanced,6 hours
C491,Introduction to AI for the Supply Chain Sector,Technical,AI in Supply Chain Sector,Beginner,4 hours
C492,AI for the Supply Chain Sector Practitioner,Technical,AI in Supply Chain Sector,Intermediate,5 hours
C493,Advanced AI for the Supply Chain Sector,Technical,AI in Supply Chain Sector,Advanced,6 hours
C494,Introduction to AI for the Manufacturing Sector,Technical,AI in Manufacturing Sector,Beginner,4 hours
C495,AI for the Manufacturing Sector Practitioner,Technical,AI in Manufacturing Sector,Intermediate,5 hours
C496,Advanced AI for the Manufacturing Sector,Technical,AI in Manufacturing Sector,Advanced,6 hours
C497,Introduction to AI for the Logistics Sector,Technical,AI in Logistics Sector,Beginner,4 hours
C498,AI for the Logistics Sector Practitioner,Technical,AI in Logistics Sector,Intermediate,5 hours
C499,Advanced AI for the Logistics Sector,Technical,AI in Logistics Sector,Advanced,6 hours
C500,Introduction to AI for the Retail Sector,Technical,AI in Retail Sector,Beginner,4 hours
C501,AI for the Retail Sector Practitioner,Technical,AI in Retail Sector,Intermediate,5 hours
C502,Advanced AI for the Retail Sector,Technical,AI in Retail Sector,Advanced,6 hours
C503,Introduction to AI for E-commerce,Technical,AI in E-commerce,Beginner,4 hours
C504,AI for E-commerce Practitioner,Technical,AI in E-commerce,Intermediate,5 hours
C505,Advanced AI for E-commerce,Technical,AI in E-commerce,Advanced,6 hours
C506,Introduction to AI for Education,Technical,AI in Education,Beginner,4 hours
C507,AI for Education Practitioner,Technical,AI in Education,Intermediate,5 hours
C508,Advanced AI for Education,Technical,AI in Education,Advanced,6 hours
C509,Introduction to AI for Government,Technical,AI in Government,Beginner,4 hours
C510,AI for Government Practitioner,Technical,AI in Government,Intermediate,5 hours
C511,Advanced AI for Government,Technical,AI in Government,Advanced,6 hours
C512,Introduction to AI for Nonprofits,Technical,AI in Nonprofits,Beginner,4 hours
C513,AI for Nonprofits Practitioner,Technical,AI in Nonprofits,Intermediate,5 hours
C514,Advanced AI for Nonprofits,Technical,AI in Nonprofits,Advanced,6 hours
C515,Introduction to AI for Startups,Technical,AI in Startups,Beginner,4 hours
C516,AI for Startups Practitioner,Technical,AI in Startups,Intermediate,5 hours
C517,Advanced AI for Startups,Technical,AI in Startups,Advanced,6 hours
C518,Introduction to AI for Small Business,Technical,AI in Small Business,Beginner,4 hours
C519,AI for Small Business Practitioner,Technical,AI in Small Business,Intermediate,5 hours
C520,Advanced AI for Small Business,Technical,AI in Small Business,Advanced,6 hours
C521,Introduction to AI for Entrepreneurs,Technical,AI in Entrepreneurs,Beginner,4 hours
C522,AI for Entrepreneurs Practitioner,Technical,AI in Entrepreneurs,Intermediate,5 hours
C523,Advanced AI for Entrepreneurs,Technical,AI in Entrepreneurs,Advanced,6 hours
C524,Introduction to AI for Executives,Technical,AI in Executives,Beginner,4 hours
C525,AI for Executives Practitioner,Technical,AI in Executives,Intermediate,5 hours
C526,Advanced AI for Executives,Technical,AI in Executives,Advanced,6 hours
C527,Introduction to AI for Managers,Technical,AI in Managers,Beginner,4 hours
C528,AI for Managers Practitioner,Technical,AI in Managers,Intermediate,5 hours
C529,Advanced AI for Managers,Technical,AI in Managers,Advanced,6 hours
C530,Introduction to AI for Leaders,Technical,AI in Leaders,Beginner,4 hours
C531,AI for Leaders Practitioner,Technical,AI in Leaders,Intermediate,5 hours
C532,Advanced AI for Leaders,Technical,AI in Leaders,Advanced,6 hours
C533,Introduction to AI for Teams,Technical,AI in Teams,Beginner,4 hours
C534,AI for Teams Practitioner,Technical,AI in Teams,Intermediate,5 hours
C535,Advanced AI for Teams,Technical,AI in Teams,Advanced,6 hours
C536,Introduction to AI for Organizations,Technical,AI in Organizations,Beginner,4 hours
C537,AI for Organizations Practitioner,Technical,AI in Organizations,Intermediate,5 hours
C538,Advanced AI for Organizations,Technical,AI in Organizations,Advanced,6 hours
C539,Introduction to AI for Society,Technical,AI in Society,Beginner,4 hours
C540,AI for Society Practitioner,Technical,AI in Society,Intermediate,5 hours
C541,Advanced AI for Society,Technical,AI in Society,Advanced,6 hours
C542,Introduction to AI for the Public Sector,Technical,AI in Public Sector,Beginner,4 hours
C543,AI for the Public Sector Practitioner,Technical,AI in Public Sector,Intermediate,5 hours
C544,Advanced AI for the Public Sector,Technical,AI in Public Sector,Advanced,6 hours
C545,Introduction to AI for the Private Sector,Technical,AI in Private Sector,Beginner,4 hours
C546,AI for the Private Sector Practitioner,Technical,AI in Private Sector,Intermediate,5 hours
C547,Advanced AI for the Private Sector,Technical,AI in Private Sector,Advanced,6 hours
C548,Introduction to AI for the Nonprofit Sector,Technical,AI in Nonprofit Sector,Beginner,4 hours
C549,AI for the Nonprofit Sector Practitioner,Technical,AI in Nonprofit Sector,Intermediate,5 hours
C550,Advanced AI for the Nonprofit Sector,Technical,AI in Nonprofit Sector,Advanced,6 hours
C551,Introduction to AI for the Education Sector,Technical,AI in Education Sector,Beginner,4 hours
C552,AI for the Education Sector Practitioner,Technical,AI in Education Sector,Intermediate,5 hours
C553,Advanced AI for the Education Sector,Technical,AI in Education Sector,Advanced,6 hours
C554,Introduction to AI for the Healthcare Sector,Technical,AI in Healthcare Sector,Beginner,4 hours
C555,AI for the Healthcare Sector Practitioner,Technical,AI in Healthcare Sector,Intermediate,5 hours
C556,Advanced AI for the Healthcare Sector,Technical,AI in Healthcare Sector,Advanced,6 hours
C557,Introduction to AI for the Financial Sector,Technical,AI in Financial Sector,Beginner,4 hours
C558,AI for the Financial Sector Practitioner,Technical,AI in Financial Sector,Intermediate,5 hours
C559,Advanced AI for the Financial Sector,Technical,AI in Financial Sector,Advanced,6 hours
C560,Introduction to AI for the Marketing Sector,Technical,AI in Marketing Sector,Beginner,4 hours
C561,AI for the Marketing Sector Practitioner,Technical,AI in Marketing Sector,Intermediate,5 hours
C562,Advanced AI for the Marketing Sector,Technical,AI in Marketing Sector,Advanced,6 hours
C563,Introduction to AI for the Sales Sector,Technical,AI in Sales Sector,Beginner,4 hours
C564,AI for the Sales Sector Practitioner,Technical,AI in Sales Sector,Intermediate,5 hours
C565,Advanced AI for the Sales Sector,Technical,AI in Sales Sector,Advanced,6 hours
C566,Introduction to AI for the Customer Service Sector,Technical,AI in Customer Service Sector,Beginner,4 hours
C567,AI for the Customer Service Sector Practitioner,Technical,AI in Customer Service Sector,Intermediate,5 hours
C568,Advanced AI for the Customer Service Sector,Technical,AI in Customer Service Sector,Advanced,6 hours
C569,Introduction to AI for the Supply Chain Sector,Technical,AI in Supply Chain Sector,Beginner,4 hours
C570,AI for the Supply Chain Sector Practitioner,Technical,AI in Supply Chain Sector,Intermediate,5 hours
C571,Advanced AI for the Supply Chain Sector,Technical,AI in Supply Chain Sector,Advanced,6 hours
C572,Introduction to AI for the Manufacturing Sector,Technical,AI in Manufacturing Sector,Beginner,4 hours
C573,AI for the Manufacturing Sector Practitioner,Technical,AI in Manufacturing Sector,Intermediate,5 hours
C574,Advanced AI for the Manufacturing Sector,Technical,AI in Manufacturing Sector,Advanced,6 hours
C575,Introduction to AI for the Logistics Sector,Technical,AI in Logistics Sector,Beginner,4 hours
C576,AI for the Logistics Sector Practitioner,Technical,AI in Logistics Sector,Intermediate,5 hours
C577,Advanced AI for the Logistics Sector,Technical,AI in Logistics Sector,Advanced,6 hours
C578,Introduction to AI for the Retail Sector,Technical,AI in Retail Sector,Beginner,4 hours
C579,AI for the Retail Sector Practitioner,Technical,AI in Retail Sector,Intermediate,5 hours
C580,Advanced AI for the Retail Sector,Technical,AI in Retail Sector,Advanced,6 hours
C581,Introduction to AI for E-commerce,Technical,AI in E-commerce,Beginner,4 hours
C582,AI for E-commerce Practitioner,Technical,AI in E-commerce,Intermediate,5 hours
C583,Advanced AI for E-commerce,Technical,AI in E-commerce,Advanced,6 hours
C584,Introduction to AI for Education,Technical,AI in Education,Beginner,4 hours
C585,AI for Education Practitioner,Technical,AI in Education,Intermediate,5 hours
C586,Advanced AI for Education,Technical,AI in Education,Advanced,6 hours
C587,Introduction to AI for Government,Technical,AI in Government,Beginner,4 hours
C588,AI for Government Practitioner,Technical,AI in Government,Intermediate,5 hours
C589,Advanced AI for Government,Technical,AI in Government,Advanced,6 hours
C590,Introduction to AI for Nonprofits,Technical,AI in Nonprofits,Beginner,4 hours
C591,AI for Nonprofits Practitioner,Technical,AI in Nonprofits,Intermediate,5 hours
C592,Advanced AI for Nonprofits,Technical,AI in Nonprofits,Advanced,6 hours
C593,Introduction to AI for Startups,Technical,AI in Startups,Beginner,4 hours
C594,AI for Startups Practitioner,Technical,AI in Startups,Intermediate,5 hours
C595,Advanced AI for Startups,Technical,AI in Startups,Advanced,6 hours
C596,Introduction to AI for Small Business,Technical,AI in Small Business,Beginner,4 hours
C597,AI for Small Business Practitioner,Technical,AI in Small Business,Intermediate,5 hours
C598,Advanced AI for Small Business,Technical,AI in Small Business,Advanced,6 hours
C599,Introduction to AI for Entrepreneurs,Technical,AI in Entrepreneurs,Beginner,4 hours
C600,AI for Entrepreneurs Practitioner,Technical,AI in Entrepreneurs,Intermediate,5 hours
C601,Advanced AI for Entrepreneurs,Technical,AI in Entrepreneurs,Advanced,6 hours
C602,Introduction to AI for Executives,Technical,AI in Executives,Beginner,4 hours
C603,AI for Executives Practitioner,Technical,AI in Executives,Intermediate,5 hours
C604,Advanced AI for Executives,Technical,AI in Executives,Advanced,6 hours
C605,Introduction to AI for Managers,Technical,AI in Managers,Beginner,4 hours
C606,AI for Managers Practitioner,Technical,AI in Managers,Intermediate,5 hours
C607,Advanced AI for Managers,Technical,AI in Managers,Advanced,6 hours
C608,Introduction to AI for Leaders,Technical,AI in Leaders,Beginner,4 hours
C609,AI for Leaders Practitioner,Technical,AI in Leaders,Intermediate,5 hours
C610,Advanced AI for Leaders,Technical,AI in Leaders,Advanced,6 hours
C611,Introduction to AI for Teams,Technical,AI in Teams,Beginner,4 hours
C612,AI for Teams Practitioner,Technical,AI in Teams,Intermediate,5 hours
C613,Advanced AI for Teams,Technical,AI in Teams,Advanced,6 hours
C614,Introduction to AI for Organizations,Technical,AI in Organizations,Beginner,4 hours
C615,AI for Organizations Practitioner,Technical,AI in Organizations,Intermediate,5 hours
C616,Advanced AI for Organizations,Technical,AI in Organizations,Advanced,6 hours
C617,Introduction to AI for Society,Technical,AI in Society,Beginner,4 hours
C618,AI for Society Practitioner,Technical,AI in Society,Intermediate,5 hours
C619,Advanced AI for Society,Technical,AI in Society,Advanced,6 hours
C620,Introduction to AI for the Public Sector,Technical,AI in Public Sector,Beginner,4 hours
C621,AI for the Public Sector Practitioner,Technical,AI in Public Sector,Intermediate,5 hours
C622,Advanced AI for the Public Sector,Technical,AI in Public Sector,Advanced,6 hours
C623,Introduction to AI for the Private Sector,Technical,AI in Private Sector,Beginner,4 hours
C624,AI for the Private Sector Practitioner,Technical,AI in Private Sector,Intermediate,5 hours
C625,Advanced AI for the Private Sector,Technical,AI in Private Sector,Advanced,6 hours
C626,Introduction to AI for the Nonprofit Sector,Technical,AI in Nonprofit Sector,Beginner,4 hours
C627,AI for the Nonprofit Sector Practitioner,Technical,AI in Nonprofit Sector,Intermediate,5 hours
C628,Advanced AI for the Nonprofit Sector,Technical,AI in Nonprofit Sector,Advanced,6 hours
C629,Introduction to AI for the Education Sector,Technical,AI in Education Sector,Beginner,4 hours
C630,AI for the Education Sector Practitioner,Technical,AI in Education Sector,Intermediate,5 hours
C631,Advanced AI for the Education Sector,Technical,AI in Education Sector,Advanced,6 hours
C632,Introduction to AI for the Healthcare Sector,Technical,AI in Healthcare Sector,Beginner,4 hours
C633,AI for the Healthcare Sector Practitioner,Technical,AI in Healthcare Sector,Intermediate,5 hours
C634,Advanced AI for the Healthcare Sector,Technical,AI in Healthcare Sector,Advanced,6 hours
C635,Introduction to AI for the Financial Sector,Technical,AI in Financial Sector,Beginner,4 hours
C636,AI for the Financial Sector Practitioner,Technical,AI in Financial Sector,Intermediate,5 hours
C637,Advanced AI for the Financial Sector,Technical,AI in Financial Sector,Advanced,6 hours
C638,Introduction to AI for the Marketing Sector,Technical,AI in Marketing Sector,Beginner,4 hours
C639,AI for the Marketing Sector Practitioner,Technical,AI in Marketing Sector,Intermediate,5 hours
C640,Advanced AI for the Marketing Sector,Technical,AI in Marketing Sector,Advanced,6 hours
C641,Introduction to AI for the Sales Sector,Technical,AI in Sales Sector,Beginner,4 hours
C642,AI for the Sales Sector Practitioner,Technical,AI in Sales Sector,Intermediate,5 hours
C643,Advanced AI for the Sales Sector,Technical,AI in Sales Sector,Advanced,6 hours
C644,Introduction to AI for the Customer Service Sector,Technical,AI in Customer Service Sector,Beginner,4 hours
C645,AI for the Customer Service Sector Practitioner,Technical,AI in Customer Service Sector,Intermediate,5 hours
C646,Advanced AI for the Customer Service Sector,Technical,AI in Customer Service Sector,Advanced,6 hours
C647,Introduction to AI for the Supply Chain Sector,Technical,AI in Supply Chain Sector,Beginner,4 hours
C648,AI for the Supply Chain Sector Practitioner,Technical,AI in Supply Chain Sector,Intermediate,5 hours
C649,Advanced AI for the Supply Chain Sector,Technical,AI in Supply Chain Sector,Advanced,6 hours
C650,Introduction to AI for the Manufacturing Sector,Technical,AI in Manufacturing Sector,Beginner,4 hours
C651,AI for the Manufacturing Sector Practitioner,Technical,AI in Manufacturing Sector,Intermediate,5 hours
C652,Advanced AI for the Manufacturing Sector,Technical,AI in Manufacturing Sector,Advanced,6 hours
C653,Introduction to AI for the Logistics Sector,Technical,AI in Logistics Sector,Beginner,4 hours
C654,AI for the Logistics Sector Practitioner,Technical,AI in Logistics Sector,Intermediate,5 hours
C655,Advanced AI for the Logistics Sector,Technical,AI in Logistics Sector,Advanced,6 hours
C656,Introduction to AI for the Retail Sector,Technical,AI in Retail Sector,Beginner,4 hours
C657,AI for the Retail Sector Practitioner,Technical,AI in Retail Sector,Intermediate,5 hours
C658,Advanced AI for the Retail Sector,Technical,AI in Retail Sector,Advanced,6 hours
C659,Introduction to AI for E-commerce,Technical,AI in E-commerce,Beginner,4 hours
C660,AI for E-commerce Practitioner,Technical,AI in E-commerce,Intermediate,5 hours
C661,Advanced AI for E-commerce,Technical,AI in E-commerce,Advanced,6 hours
C662,Introduction to AI for Education,Technical,AI in Education,Beginner,4 hours
C663,AI for Education Practitioner,Technical,AI in Education,Intermediate,5 hours
C664,Advanced AI for Education,Technical,AI in Education,Advanced,6 hours
C665,Introduction to AI for Government,Technical,AI in Government,Beginner,4 hours
C666,AI for Government Practitioner,Technical,AI in Government,Intermediate,5 hours
C667,Advanced AI for Government,Technical,AI in Government,Advanced,6 hours
C668,Introduction to AI for Nonprofits,Technical,AI in Nonprofits,Beginner,4 hours
C669,AI for Nonprofits Practitioner,Technical,AI in Nonprofits,Intermediate,5 hours
C670,Advanced AI for Nonprofits,Technical,AI in Nonprofits,Advanced,6 hours
C671,Introduction to AI for Startups,Technical,AI in Startups,Beginner,4 hours
C672,AI for Startups Practitioner,Technical,AI in Startups,Intermediate,5 hours
C673,Advanced AI for Startups,Technical,AI in Startups,Advanced,6 hours
C674,Introduction to AI for Small Business,Technical,AI in Small Business,Beginner,4 hours
C675,AI for Small Business Practitioner,Technical,AI in Small Business,Intermediate,5 hours
C676,Advanced AI for Small Business,Technical,AI in Small Business,Advanced,6 hours
C677,Introduction to AI for Entrepreneurs,Technical,AI in Entrepreneurs,Beginner,4 hours
C678,AI for Entrepreneurs Practitioner,Technical,AI in Entrepreneurs,Intermediate,5 hours
C679,Advanced AI for Entrepreneurs,Technical,AI in Entrepreneurs,Advanced,6 hours
C680,Introduction to AI for Executives,Technical,AI in Executives,Beginner,4 hours
C681,AI for Executives Practitioner,Technical,AI in Executives,Intermediate,5 hours
C682,Advanced AI for Executives,Technical,AI in Executives,Advanced,6 hours
C683,Introduction to AI for Managers,Technical,AI in Managers,Beginner,4 hours
C684,AI for Managers Practitioner,Technical,AI in Managers,Intermediate,5 hours
C685,Advanced AI for Managers,Technical,AI in Managers,Advanced,6 hours
C686,Introduction to AI for Leaders,Technical,AI in Leaders,Beginner,4 hours
C687,AI for Leaders Practitioner,Technical,AI in Leaders,Intermediate,5 hours
C688,Advanced AI for Leaders,Technical,AI in Leaders,Advanced,6 hours
C689,Introduction to AI for Teams,Technical,AI in Teams,Beginner,4 hours
C690,AI for Teams Practitioner,Technical,AI in Teams,Intermediate,5 hours
C691,Advanced AI for Teams,Technical,AI in Teams,Advanced,6 hours
C692,Introduction to AI for Organizations,Technical,AI in Organizations,Beginner,4 hours
C693,AI for Organizations Practitioner,Technical,AI in Organizations,Intermediate,5 hours
C694,Advanced AI for Organizations,Technical,AI in Organizations,Advanced,6 hours
C695,Introduction to AI for Society,Technical,AI in Society,Beginner,4 hours
C696,AI for Society Practitioner,Technical,AI in Society,Intermediate,5 hours
C697,Advanced AI for Society,Technical,AI in Society,Advanced,6 hours
C698,Introduction to AI for the Public Sector,Technical,AI in Public Sector,Beginner,4 hours
C699,AI for the Public Sector Practitioner,Technical,AI in Public Sector,Intermediate,5 hours
C700,Advanced AI for the Public Sector,Technical,AI in Public Sector,Advanced,6 hours
C701,Introduction to AI for the Private Sector,Technical,AI in Private Sector,Beginner,4 hours
C702,AI for the Private Sector Practitioner,Technical,AI in Private Sector,Intermediate,5 hours
C703,Advanced AI for the Private Sector,Technical,AI in Private Sector,Advanced,6 hours
C704,Introduction to AI for the Nonprofit Sector,Technical,AI in Nonprofit Sector,Beginner,4 hours
C705,AI for the Nonprofit Sector Practitioner,Technical,AI in Nonprofit Sector,Intermediate,5 hours
C706,Advanced AI for the Nonprofit Sector,Technical,AI in Nonprofit Sector,Advanced,6 hours
C707,Introduction to AI for the Education Sector,Technical,AI in Education Sector,Beginner,4 hours
C708,AI for the Education Sector Practitioner,Technical,AI in Education Sector,Intermediate,5 hours
C709,Advanced AI for the Education Sector,Technical,AI in Education Sector,Advanced,6 hours
C710,Introduction to AI for the Healthcare Sector,Technical,AI in Healthcare Sector,Beginner,4 hours
C711,AI for the Healthcare Sector Practitioner,Technical,AI in Healthcare Sector,Intermediate,5 hours
C712,Advanced AI for the Healthcare Sector,Technical,AI in Healthcare Sector,Advanced,6 hours
C713,Introduction to AI for the Financial Sector,Technical,AI in Financial Sector,Beginner,4 hours
C714,AI for the Financial Sector Practitioner,Technical,AI in Financial Sector,Intermediate,5 hours
C715,Advanced AI for the Financial Sector,Technical,AI in Financial Sector,Advanced,6 hours
C716,Introduction to AI for the Marketing Sector,Technical,AI in Marketing Sector,Beginner,4 hours
C717,AI for the Marketing Sector Practitioner,Technical,AI in Marketing Sector,Intermediate,5 hours
